media_id,element_name,side,provenance_tier,filename,relative_path,file_size_bytes,sha256_checksum,raw_vertex_count,unique_vertex_count,face_count,edge_count,euler_characteristic,connected_components,is_watertight,boundary_edges,non_manifold_edges,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_dx,extent_dy,extent_dz,centroid_x,centroid_y,centroid_z,surface_area,enclosed_volume,candidate_scale_hint,verified_units,coordinate_frame
000043130,Premaxilla,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_premaxilla-000043130.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_premaxilla-000043130.stl,1301034,1fcb8d04597565d29001fe7d49c5d9ccc7ad74ade786e606da3d30a0455700ab,78057,13015,26019,39036,-2,1,False,15,0,82.10549926757812,4.27092981338501,66.24030303955078,106.13200378417969,45.69329833984375,102.16600036621094,24.026504516601562,41.42236852645874,35.925697326660156,93.16867118745583,23.828546061737004,84.49192633121038,2832.5759377109425,,likely_centimeters (diagnostic coordinate magnitude 5-50),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043131,Pterygoid,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_pterygoid-000043131.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_pterygoid-000043131.stl,1761384,8468e0239a22658603e331a933e45ff151ecbe5a172cb5d922b12e0c48f78129,105678,17612,35226,52844,-6,1,False,10,0,61.11650085449219,89.0448989868164,79.63040161132812,100.78099822998047,140.03799438476562,118.7969970703125,39.66449737548828,50.99309539794922,39.166595458984375,83.84620328404114,110.04346689984268,100.89789191212502,4507.019080754069,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043132,Quadrate,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_quadrate-000043132.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_quadrate-000043132.stl,1751034,1ebc9170f35b1fdc7aef66b4e55068544eccd7e611af3f59d4b661557f1bf4e1,105057,17510,35019,52530,-1,1,False,3,0,45.224998474121094,106.28600311279297,76.94300079345703,81.6094970703125,171.093994140625,128.08999633789062,36.384498596191406,64.80799102783203,51.146995544433594,63.406497750009144,130.74007519935319,97.04228609238348,4872.540809787328,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043133,Quadratojugal,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_quadratojugal-000043133.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_quadratojugal-000043133.stl,477784,432b3675ba5a0cfd7bbbea0b30fc2dd0fe130bde2b21c125c1f26b1067524182,28662,4779,9554,14331,2,1,True,0,0,43.897300720214844,110.55000305175781,89.89430236816406,55.23740005493164,131.06700134277344,122.60099792480469,11.340099334716797,20.516998291015625,32.706695556640625,49.215667828558956,121.52312717320602,106.09430935445575,1120.7623285020602,1380.4294427930874,likely_centimeters (diagnostic coordinate magnitude 5-50),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043134,Squamosal,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_squamosal-000043134.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_squamosal-000043134.stl,2902084,64fde85d1e2382724370ac461e663e1b27ae336d899821bb72a3f2cd47ae8f2d,174120,29025,58040,87067,-2,1,False,14,0,50.2067985534668,152.15699768066406,50.03049850463867,101.41300201416016,204.77000427246094,89.80709838867188,51.20620346069336,52.613006591796875,39.7765998840332,74.50689672348173,180.68653616610163,70.56844551860004,7289.032766981632,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043135,Supraorbital,Left,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_supraorbital-000043135.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_L_supraorbital-000043135.stl,2536134,aa2376c25feed0d897347f1d016be0fd2a0b23b100de42eaee2bc716bda5a968,152163,25363,50721,76089,-5,1,False,15,0,51.92340087890625,64.17500305175781,34.39139938354492,84.23190307617188,137.51499938964844,70.77890014648438,32.308502197265625,73.33999633789062,36.38750076293945,68.10015746513238,105.1555566818508,52.47196819302259,5563.148547856662,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043136,Neurocranium Elements,Midline,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_Neurocranium-000043136.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_Neurocranium-000043136.stl,8268484,e8f061371178af95f7df45ab583dce7aec7a265b1e4dd5eff888de1579739d88,496104,82625,165368,248074,-81,1,False,51,4,60.23360061645508,78.05480194091797,55.999298095703125,148.42300415039062,167.29100036621094,109.81900024414062,88.18940353393555,89.23619842529297,53.8197021484375,105.81945800215935,127.55301581706543,80.80129525753999,20281.2922321914,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043140,Ectopterygoid,Right,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_ectopterygoid-000043140.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_ectopterygoid-000043140.stl,335334,ca77807de0fed5e35128d9390de3687421f5d6444f64e9f2f365db2437bd74c1,20115,3353,6705,10054,4,1,False,3,3,116.37799835205078,83.29010009765625,87.58899688720703,141.66299438476562,97.68710327148438,107.25399780273438,25.284996032714844,14.397003173828125,19.665000915527344,128.71748637815443,91.95239479362726,96.7111573892126,755.9986272563524,,likely_centimeters (diagnostic coordinate magnitude 5-50),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043143,Jugal,Right,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_jugal-000043143.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_jugal-000043143.stl,1794284,fd8d87f7b79b8d510fb38ac3e5145129074935988a415e6e2a51f5eb0040a2e9,107652,17944,35884,53827,1,1,False,3,1,123.26899719238281,44.121498107910156,69.97149658203125,159.1439971923828,135.1540069580078,115.80500030517578,35.875,91.03250885009766,45.83350372314453,146.50722834239866,100.04752684630215,91.2483919992232,4504.775299215622,,likely_millimeters (diagnostic coordinate magnitude 50-500),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
000043142,Lacrimal,Right,segmented_from_primary_scan,WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_lacrimal-000043142.stl,meshes/original/components/WitmerLab_VisInt-Pachy_Stegoceras_UALVP2_R_lacrimal-000043142.stl,711384,1a1764118c2bbce577959602b880726504edb5e5b5e48947fee1a78955583f2f,42678,7115,14226,21339,2,1,True,0,0,129.47900390625,58.21670150756836,62.99789810180664,148.21099853515625,86.76000213623047,90.3739013671875,18.73199462890625,28.54330062866211,27.37600326538086,137.13095466005316,74.51051393222757,74.17136593575496,1571.5843364311554,2126.8772899908363,likely_centimeters (diagnostic coordinate magnitude 5-50),UNKNOWN,MorphoSource_deposited_coordinates (untransformed)
